1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1440, private, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
1441, private, minecraft:windswept_forest, MONSTER, minecraft:enderman, 10, 1, 4
1442, private, minecraft:windswept_forest, MONSTER, minecraft:witch, 10, 1, 1
1443, private, minecraft:windswept_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1444, private, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1445, private, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1446, private, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
1447, private, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
1448, private, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
1449, private, minecraft:windswept_forest, CREATURE, minecraft:cow, 10, 4, 4
1450, private, minecraft:windswept_forest, CREATURE, minecraft:llama, 10, 4, 6
1451, private, minecraft:windswept_forest, CREATURE, naturalist:bluejay, 10, 1, 4
1452, private, minecraft:windswept_forest, CREATURE, naturalist:canary, 10, 1, 4
1453, private, minecraft:windswept_forest, CREATURE, naturalist:snail, 10, 1, 3
1454, private, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
1455, private, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1456, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
1457, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
1458, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
1459, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1460, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
1461, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 10, 1, 4
1462, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 10, 1, 1
1463, private, minecraft:windswept_gravelly_hills, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1464, private, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1465, private, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1466, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
1467, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
1468, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
1469, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 10, 4, 4
1470, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 10, 4, 6
1471, private, minecraft:windswept_gravelly_hills, CREATURE, naturalist:bluejay, 10, 1, 4
1472, private, minecraft:windswept_gravelly_hills, CREATURE, naturalist:canary, 10, 1, 4
1473, private, minecraft:windswept_gravelly_hills, CREATURE, naturalist:snail, 10, 1, 3
1474, private, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
1475, private, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1476, private, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
1477, private, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
1478, private, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
1479, private, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1480, private, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
1481, private, minecraft:windswept_hills, MONSTER, minecraft:witch, 10, 1, 1
1482, private, minecraft:windswept_hills, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1483, private, minecraft:windswept_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1484, private, minecraft:windswept_hills, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1485, private, minecraft:windswept_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1486, private, minecraft:windswept_hills, MONSTER, endermanoverhaul:windswept_hills_enderman, 10, 1, 4
1487, private, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
1488, private, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
1489, private, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
1490, private, minecraft:windswept_hills, CREATURE, minecraft:cow, 10, 4, 4
1491, private, minecraft:windswept_hills, CREATURE, minecraft:llama, 10, 4, 6
1492, private, minecraft:windswept_hills, CREATURE, naturalist:bluejay, 10, 1, 4
1493, private, minecraft:windswept_hills, CREATURE, naturalist:canary, 10, 1, 4
1494, private, minecraft:windswept_hills, CREATURE, naturalist:snail, 10, 1, 3
1495, private, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
1496, private, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1497, private, minecraft:windswept_savanna, MONSTER, minecraft:spider, 80, 4, 4
1498, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 80, 4, 4
1499, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1500, private, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1501, private, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
1502, private, minecraft:windswept_savanna, MONSTER, minecraft:witch, 10, 1, 1
1503, private, minecraft:windswept_savanna, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1504, private, minecraft:windswept_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1505, private, minecraft:windswept_savanna, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1506, private, minecraft:windswept_savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
1507, private, minecraft:windswept_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
1508, private, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
1509, private, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
1510, private, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
1511, private, minecraft:windswept_savanna, CREATURE, minecraft:cow, 10, 4, 4
1512, private, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
1513, private, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
1514, private, minecraft:windswept_savanna, CREATURE, naturalist:boar, 15, 4, 4
1515, private, minecraft:windswept_savanna, CREATURE, naturalist:cardinal, 10, 1, 4
1516, private, minecraft:windswept_savanna, CREATURE, naturalist:elephant, 10, 2, 3
1517, private, minecraft:windswept_savanna, CREATURE, naturalist:finch, 10, 1, 4
1518, private, minecraft:windswept_savanna, CREATURE, naturalist:giraffe, 10, 2, 4
1519, private, minecraft:windswept_savanna, CREATURE, naturalist:hippo, 15, 3, 4
1520, private, minecraft:windswept_savanna, CREATURE, naturalist:lion, 10, 3, 5
1521, private, minecraft:windswept_savanna, CREATURE, naturalist:lizard, 15, 1, 2
1522, private, minecraft:windswept_savanna, CREATURE, naturalist:rattlesnake, 10, 1, 1
1523, private, minecraft:windswept_savanna, CREATURE, naturalist:rhino, 15, 1, 3
1524, private, minecraft:windswept_savanna, CREATURE, naturalist:snail, 10, 1, 3
1525, private, minecraft:windswept_savanna, CREATURE, naturalist:vulture, 15, 2, 4
1526, private, minecraft:windswept_savanna, CREATURE, naturalist:zebra, 10, 2, 3
1527, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
1528, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1529, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
1530, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
1531, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1532, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1533, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
1534, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 10, 1, 1
1535, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
1536, badlands, minecraft:wooded_badlands, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
1537, badlands, minecraft:wooded_badlands, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1538, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1539, badlands, minecraft:wooded_badlands, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1540, badlands, minecraft:wooded_badlands, CREATURE, naturalist:rattlesnake, 10, 1, 1
1541, badlands, minecraft:wooded_badlands, CREATURE, naturalist:vulture, 15, 2, 4
1542, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1543, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1544, badlands, minecraft:wooded_badlands, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:pupfish, 10, 0, 1
