"Registry name","Map color (hex)","Map color (int)"
"spectrum:stripped_magenta_wood","#B24CD8","11685080"
"spectrum:stripped_orange_log","#D87F33","14188339"
"spectrum:stripped_orange_wood","#D87F33","14188339"
"spectrum:stripped_pink_log","#F27FA5","15892389"
"spectrum:stripped_pink_wood","#F27FA5","15892389"
"spectrum:stripped_purple_log","#7F3FB2","8339378"
"spectrum:stripped_purple_wood","#7F3FB2","8339378"
"spectrum:stripped_red_log","#993333","10040115"
"spectrum:stripped_red_wood","#993333","10040115"
"spectrum:stripped_slate_noxcap_hyphae","#4C4C4C","5000268"
"spectrum:stripped_slate_noxcap_stem","#4C4C4C","5000268"
"spectrum:stripped_weeping_gala_log","#664C33","6704179"
"spectrum:stripped_weeping_gala_wood","#664C33","6704179"
"spectrum:stripped_white_log","#FFFFFF","16777215"
"spectrum:stripped_white_wood","#FFFFFF","16777215"
"spectrum:stripped_yellow_log","#E5E533","15066419"
"spectrum:stripped_yellow_wood","#E5E533","15066419"
"spectrum:stuck_storm_stone","#000000","0"
"spectrum:sugar_stick","#7F3FB2","8339378"
"spectrum:sweet_pea","#B24CD8","11685080"
"spectrum:tadpole_head","#000000","0"
"spectrum:tadpole_wall_head","#000000","0"
"spectrum:tall_black_dragonjag","#251610","2430480"
"spectrum:tall_pink_dragonjag","#562C3E","5647422"
"spectrum:tall_purple_dragonjag","#7F3FB2","8339378"
"spectrum:tall_red_dragonjag","#700200","7340544"
"spectrum:tall_yellow_dragonjag","#F7E9A3","16247203"
"spectrum:threat_conflux","#4C4C4C","5000268"
"spectrum:tilled_shale_clay","#4C4C4C","5000268"
"spectrum:tilled_slush","#4C4C4C","5000268"
"spectrum:tinted_preservation_glass","#A4A8B8","10791096"
"spectrum:tinted_semi_permeable_glass","#4C4C4C","5000268"
"spectrum:titration_barrel","#993333","10040115"
"spectrum:topaz_basalt_lamp","#191919","1644825"
"spectrum:topaz_block","#4C7F99","5013401"
"spectrum:topaz_calcite_lamp","#D1B1A1","13742497"
"spectrum:topaz_chime","#4C7F99","5013401"
"spectrum:topaz_chiseled_basalt","#191919","1644825"
"spectrum:topaz_chiseled_calcite","#D1B1A1","13742497"
"spectrum:topaz_cluster","#4C7F99","5013401"
"spectrum:topaz_decostone","#4C7F99","5013401"
"spectrum:topaz_glass","#4C7F99","5013401"
"spectrum:topaz_glass_pane","#4C7F99","5013401"
"spectrum:topaz_ore","#707070","7368816"
"spectrum:topaz_powder_block","#4C7F99","5013401"
"spectrum:topaz_semi_permeable_glass","#4C7F99","5013401"
"spectrum:topaz_storage_block","#4C7F99","5013401"
"spectrum:topaz_sugar_stick","#4C7F99","5013401"
"spectrum:tropical_fish_head","#000000","0"
"spectrum:tropical_fish_wall_head","#000000","0"
"spectrum:turtle_head","#000000","0"
"spectrum:turtle_idol","#D1B1A1","13742497"
"spectrum:turtle_wall_head","#000000","0"
"spectrum:universe_spyhole","#000000","0"
"spectrum:upgrade_efficiency","#191919","1644825"
"spectrum:upgrade_efficiency2","#191919","1644825"
"spectrum:upgrade_experience","#191919","1644825"
"spectrum:upgrade_experience2","#191919","1644825"
"spectrum:upgrade_speed","#191919","1644825"
"spectrum:upgrade_speed2","#191919","1644825"
"spectrum:upgrade_speed3","#191919","1644825"
"spectrum:upgrade_yield","#191919","1644825"
"spectrum:upgrade_yield2","#191919","1644825"
"spectrum:varia_sprout","#FFFFFF","16777215"
"spectrum:vegetal_block","#7FB238","8368696"
"spectrum:vex_head","#000000","0"
"spectrum:vex_wall_head","#000000","0"
"spectrum:villager_head","#000000","0"
"spectrum:villager_wall_head","#000000","0"
"spectrum:vindicator_head","#000000","0"
"spectrum:vindicator_wall_head","#000000","0"
"spectrum:wand_light","#000000","0"
"spectrum:wandering_trader_head","#000000","0"
"spectrum:wandering_trader_wall_head","#000000","0"
"spectrum:warden_head","#000000","0"
"spectrum:warden_wall_head","#000000","0"
"spectrum:waxed_hummingstone","#F7E9A3","16247203"
"spectrum:weather_detector","#8F7748","9402184"
"spectrum:weathered_polished_shale_clay","#4C4C4C","5000268"
"spectrum:weathered_polished_shale_clay_slab","#4C4C4C","5000268"
"spectrum:weathered_polished_shale_clay_stairs","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_brick_slab","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_brick_stairs","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_bricks","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_tile_slab","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_tile_stairs","#4C4C4C","5000268"
"spectrum:weathered_shale_clay_tiles","#4C4C4C","5000268"
"spectrum:weeping_gala_amphora","#664C33","6704179"
"spectrum:weeping_gala_barrel","#664C33","6704179"
"spectrum:weeping_gala_button","#000000","0"
"spectrum:weeping_gala_door","#664C33","6704179"
"spectrum:weeping_gala_fence","#664C33","6704179"
"spectrum:weeping_gala_fence_gate","#664C33","6704179"
"spectrum:weeping_gala_fronds","#14B485","1356933"
"spectrum:weeping_gala_fronds_plant","#14B485","1356933"
"spectrum:weeping_gala_lamp","#664C33","6704179"
"spectrum:weeping_gala_lantern","#664C33","6704179"
"spectrum:weeping_gala_leaves","#14B485","1356933"
"spectrum:weeping_gala_light","#664C33","6704179"
"spectrum:weeping_gala_log","#664C33","6704179"
"spectrum:weeping_gala_pillar","#664C33","6704179"
"spectrum:weeping_gala_planks","#664C33","6704179"
"spectrum:weeping_gala_pressure_plate","#664C33","6704179"
"spectrum:weeping_gala_slab","#664C33","6704179"
"spectrum:weeping_gala_sprig","#14B485","1356933"
"spectrum:weeping_gala_stairs","#664C33","6704179"
"spectrum:weeping_gala_trapdoor","#664C33","6704179"
"spectrum:weeping_gala_wood","#664C33","6704179"
"spectrum:wet_lava_sponge","#D87F33","14188339"
"spectrum:white_block","#FFFFFF","16777215"
"spectrum:white_button","#FFFFFF","16777215"
"spectrum:white_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:white_fence","#FFFFFF","16777215"
"spectrum:white_fence_gate","#FFFFFF","16777215"
"spectrum:white_glowblock","#FFFFFF","16777215"
"spectrum:white_lamp","#FFFFFF","16777215"
"spectrum:white_leaves","#FFFFFF","16777215"
"spectrum:white_log","#FFFFFF","16777215"
"spectrum:white_planks","#FFFFFF","16777215"
"spectrum:white_pressure_plate","#FFFFFF","16777215"
"spectrum:white_sapling","#FFFFFF","16777215"
"spectrum:white_slab","#FFFFFF","16777215"
"spectrum:white_spirit_sallow_vines_body","#D1B1A1","13742497"
"spectrum:white_spirit_sallow_vines_head","#D1B1A1","13742497"
"spectrum:white_spore_blossom","#FFFFFF","16777215"
"spectrum:white_stairs","#FFFFFF","16777215"
"spectrum:white_wood","#FFFFFF","16777215"
"spectrum:witch_head","#000000","0"
"spectrum:witch_idol","#D1B1A1","13742497"
"spectrum:witch_wall_head","#000000","0"
"spectrum:wither_head","#000000","0"
"spectrum:wither_idol","#D1B1A1","13742497"
"spectrum:wither_skeleton_idol","#D1B1A1","13742497"
"spectrum:wither_wall_head","#000000","0"
"spectrum:wolf_head","#000000","0"
"spectrum:wolf_wall_head","#000000","0"
"spectrum:yellow_block","#E5E533","15066419"
"spectrum:yellow_button","#E5E533","15066419"
"spectrum:yellow_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:yellow_fence","#E5E533","15066419"
"spectrum:yellow_fence_gate","#E5E533","15066419"
"spectrum:yellow_glowblock","#E5E533","15066419"
"spectrum:yellow_lamp","#E5E533","15066419"
"spectrum:yellow_leaves","#E5E533","15066419"
"spectrum:yellow_log","#E5E533","15066419"
"spectrum:yellow_planks","#E5E533","15066419"
"spectrum:yellow_pressure_plate","#E5E533","15066419"
"spectrum:yellow_sapling","#E5E533","15066419"
"spectrum:yellow_slab","#E5E533","15066419"
"spectrum:yellow_spirit_sallow_vines_body","#E5E533","15066419"
"spectrum:yellow_spirit_sallow_vines_head","#E5E533","15066419"
"spectrum:yellow_spore_blossom","#E5E533","15066419"
"spectrum:yellow_stairs","#E5E533","15066419"
"spectrum:yellow_wood","#E5E533","15066419"
"spectrum:zoglin_head","#000000","0"
"spectrum:zoglin_wall_head","#000000","0"
"spectrum:zombie_horse_head","#000000","0"
"spectrum:zombie_horse_wall_head","#000000","0"
"spectrum:zombie_idol","#D1B1A1","13742497"
"spectrum:zombie_villager_head","#000000","0"
"spectrum:zombie_villager_wall_head","#000000","0"
"spectrum:zombified_piglin_head","#000000","0"
"spectrum:zombified_piglin_wall_head","#000000","0"
"spellbound:crate","#8F7748","9402184"
"supplementaries:ash","#4C4C4C","5000268"
"supplementaries:ash_bricks","#707070","7368816"
"supplementaries:ash_bricks_slab","#707070","7368816"
"supplementaries:ash_bricks_stairs","#707070","7368816"
"supplementaries:ash_bricks_wall","#707070","7368816"
"supplementaries:ashen_basalt","#191919","1644825"
"supplementaries:awning","#F7E9A3","16247203"
"supplementaries:awning_black","#191919","1644825"
"supplementaries:awning_blue","#334CB2","3361970"
"supplementaries:awning_brown","#664C33","6704179"
"supplementaries:awning_cyan","#4C7F99","5013401"
"supplementaries:awning_gray","#4C4C4C","5000268"
"supplementaries:awning_green","#667F33","6717235"
"supplementaries:awning_light_blue","#6699D8","6724056"
"supplementaries:awning_light_gray","#999999","10066329"
"supplementaries:awning_lime","#7FCC19","8375321"
"supplementaries:awning_magenta","#B24CD8","11685080"
"supplementaries:awning_orange","#D87F33","14188339"
"supplementaries:awning_pink","#F27FA5","15892389"
"supplementaries:awning_purple","#7F3FB2","8339378"
"supplementaries:awning_red","#993333","10040115"
"supplementaries:awning_white","#FFFFFF","16777215"
"supplementaries:awning_yellow","#E5E533","15066419"
"supplementaries:bamboo_spikes","#F7E9A3","16247203"
"supplementaries:bellows","#664C33","6704179"
"supplementaries:blackboard","#191919","1644825"
"supplementaries:blackstone_lamp","#E5E533","15066419"
"supplementaries:blackstone_tile","#191919","1644825"
"supplementaries:blackstone_tile_slab","#191919","1644825"
"supplementaries:blackstone_tile_stairs","#191919","1644825"
"supplementaries:blackstone_tile_wall","#191919","1644825"
"supplementaries:blaze_rod","#E5E533","15066419"
"supplementaries:block_generator","#000000","0"
"supplementaries:book_pile","#000000","0"
"supplementaries:book_pile_horizontal","#000000","0"
"supplementaries:bubble_block","#F27FA5","15892389"
"supplementaries:cage","#A7A7A7","10987431"
"supplementaries:candle_holder","#000000","0"
"supplementaries:candle_holder_black","#000000","0"
"supplementaries:candle_holder_blue","#000000","0"
"supplementaries:candle_holder_brown","#000000","0"
"supplementaries:candle_holder_cyan","#000000","0"
"supplementaries:candle_holder_gray","#000000","0"
"supplementaries:candle_holder_green","#000000","0"
"supplementaries:candle_holder_light_blue","#000000","0"
"supplementaries:candle_holder_light_gray","#000000","0"
"supplementaries:candle_holder_lime","#000000","0"
"supplementaries:candle_holder_magenta","#000000","0"
"supplementaries:candle_holder_orange","#000000","0"
"supplementaries:candle_holder_pink","#000000","0"
"supplementaries:candle_holder_purple","#000000","0"
"supplementaries:candle_holder_red","#000000","0"
"supplementaries:candle_holder_white","#000000","0"
"supplementaries:candle_holder_yellow","#000000","0"
"supplementaries:cannon","#A7A7A7","10987431"
"supplementaries:cannonball","#A7A7A7","10987431"
"supplementaries:checker_block","#FFFCF5","16776437"
"supplementaries:checker_slab","#FFFCF5","16776437"
"supplementaries:clock_block","#664C33","6704179"
"supplementaries:cog_block","#D87F33","14188339"
"supplementaries:crank","#000000","0"
"supplementaries:crystal_display","#646464","6579300"
"supplementaries:daub","#FFFFFF","16777215"
"supplementaries:daub_brace","#FFFFFF","16777215"
"supplementaries:daub_cross_brace","#FFFFFF","16777215"
"supplementaries:daub_frame","#FFFFFF","16777215"
"supplementaries:deepslate_lamp","#646464","6579300"
"supplementaries:doormat","#8F7748","9402184"
"supplementaries:end_stone_lamp","#F7E9A3","16247203"
"supplementaries:enderman_head","#000000","0"
"supplementaries:enderman_wall_head","#000000","0"
"supplementaries:faucet","#000000","0"
"supplementaries:feather_block","#FFFFFF","16777215"
"supplementaries:fine_wood","#D87F33","14188339"
"supplementaries:fine_wood_slab","#D87F33","14188339"
"supplementaries:fine_wood_stairs","#D87F33","14188339"
"supplementaries:fire_pit","#D87F33","14188339"
"supplementaries:flag_black","#191919","1644825"
"supplementaries:flag_blue","#334CB2","3361970"
"supplementaries:flag_brown","#664C33","6704179"
"supplementaries:flag_cyan","#4C7F99","5013401"
"supplementaries:flag_gray","#4C4C4C","5000268"
"supplementaries:flag_green","#667F33","6717235"
"supplementaries:flag_light_blue","#6699D8","6724056"
"supplementaries:flag_light_gray","#999999","10066329"
"supplementaries:flag_lime","#7FCC19","8375321"
"supplementaries:flag_magenta","#B24CD8","11685080"
"supplementaries:flag_orange","#D87F33","14188339"
"supplementaries:flag_pink","#F27FA5","15892389"
"supplementaries:flag_purple","#7F3FB2","8339378"
"supplementaries:flag_red","#993333","10040115"
"supplementaries:flag_white","#FFFFFF","16777215"
"supplementaries:flag_yellow","#E5E533","15066419"
"supplementaries:flax","#007C00","31744"
"supplementaries:flax_block","#677535","6780213"
"supplementaries:flint_block","#191919","1644825"
"supplementaries:flower_box","#8F7748","9402184"
"supplementaries:fodder","#667F33","6717235"
"supplementaries:globe","#9F5224","10441252"
"supplementaries:globe_sepia","#9F5224","10441252"
"supplementaries:goblet","#000000","0"
"supplementaries:gold_door","#FAEE4D","16445005"
"supplementaries:gold_gate","#000000","0"
"supplementaries:gold_trapdoor","#FAEE4D","16445005"
"supplementaries:gravel_bricks","#707070","7368816"
"supplementaries:gunpowder","#000000","0"
"supplementaries:hourglass","#FAEE4D","16445005"
"supplementaries:iron_gate","#000000","0"
"supplementaries:item_shelf","#8F7748","9402184"
"supplementaries:jar","#000000","0"
"supplementaries:jar_boat","#000000","0"
"supplementaries:lapis_bricks","#4A80FF","4882687"
"supplementaries:lapis_bricks_slab","#4A80FF","4882687"
"supplementaries:lapis_bricks_stairs","#4A80FF","4882687"
"supplementaries:lapis_bricks_wall","#4A80FF","4882687"
"supplementaries:lock_block","#A7A7A7","10987431"
"supplementaries:lumisene","#D87F33","14188339"
"supplementaries:lunch_basket","#E5E533","15066419"
"supplementaries:moving_slidy_block","#707070","7368816"
"supplementaries:moving_slidy_block_source","#000000","0"
"supplementaries:netherite_door","#191919","1644825"
"supplementaries:netherite_trapdoor","#191919","1644825"
"supplementaries:notice_board","#8F7748","9402184"
"supplementaries:pancake","#9F5224","10441252"
"supplementaries:pedestal","#707070","7368816"
"supplementaries:planter","#8E3C2E","9321518"
"supplementaries:potted_flax","#000000","0"
"supplementaries:present","#8F7748","9402184"
"supplementaries:present_black","#191919","1644825"
"supplementaries:present_blue","#334CB2","3361970"
"supplementaries:present_brown","#664C33","6704179"
"supplementaries:present_cyan","#4C7F99","5013401"
"supplementaries:present_gray","#4C4C4C","5000268"
"supplementaries:present_green","#667F33","6717235"
"supplementaries:present_light_blue","#6699D8","6724056"
"supplementaries:present_light_gray","#999999","10066329"
"supplementaries:present_lime","#7FCC19","8375321"
"supplementaries:present_magenta","#B24CD8","11685080"
"supplementaries:present_orange","#D87F33","14188339"
"supplementaries:present_pink","#F27FA5","15892389"
"supplementaries:present_purple","#7F3FB2","8339378"
"supplementaries:present_red","#993333","10040115"
"supplementaries:present_white","#FFFFFF","16777215"
"supplementaries:present_yellow","#E5E533","15066419"
"supplementaries:pulley_block","#8F7748","9402184"
"supplementaries:raked_gravel","#707070","7368816"
"supplementaries:redstone_illuminator","#FFFCF5","16776437"
"supplementaries:relayer","#707070","7368816"
"supplementaries:rope","#664C33","6704179"
"supplementaries:rope_buntings","#664C33","6704179"
"supplementaries:rope_knot","#8F7748","9402184"
"supplementaries:sack","#8F7748","9402184"
"supplementaries:safe","#191919","1644825"
"supplementaries:sconce","#000000","0"
"supplementaries:sconce_green","#000000","0"
"supplementaries:sconce_lever","#000000","0"
"supplementaries:sconce_soul","#000000","0"
"supplementaries:sconce_wall","#000000","0"
"supplementaries:sconce_wall_green","#000000","0"
"supplementaries:sconce_wall_soul","#000000","0"
"supplementaries:sign_post","#8F7748","9402184"
"supplementaries:sign_post_wall","#8F7748","9402184"
"supplementaries:slidy_block","#392923","3746083"
"supplementaries:soap_block","#F27FA5","15892389"
"supplementaries:speaker_block","#8F7748","9402184"
"supplementaries:spring_launcher","#A7A7A7","10987431"
"supplementaries:spring_launcher_arm","#A7A7A7","10987431"
"supplementaries:spring_launcher_head","#A7A7A7","10987431"
"supplementaries:statue","#707070","7368816"
"supplementaries:stick","#000000","0"
"supplementaries:stone_lamp","#E5E533","15066419"
"supplementaries:stone_tile","#707070","7368816"
"supplementaries:stone_tile_slab","#707070","7368816"
"supplementaries:stone_tile_stairs","#707070","7368816"
"supplementaries:stone_tile_wall","#707070","7368816"
"supplementaries:structure_temp","#000000","0"
"supplementaries:sugar_cube","#FFFFFF","16777215"
"supplementaries:suspicious_gravel_bricks","#707070","7368816"
"supplementaries:timber_brace","#8F7748","9402184"
"supplementaries:timber_cross_brace","#8F7748","9402184"
"supplementaries:timber_frame","#8F7748","9402184"
"supplementaries:trapped_present","#8F7748","9402184"
"supplementaries:trapped_present_black","#191919","1644825"
"supplementaries:trapped_present_blue","#334CB2","3361970"
"supplementaries:trapped_present_brown","#664C33","6704179"
"supplementaries:trapped_present_cyan","#4C7F99","5013401"
"supplementaries:trapped_present_gray","#4C4C4C","5000268"
"supplementaries:trapped_present_green","#667F33","6717235"
"supplementaries:trapped_present_light_blue","#6699D8","6724056"
"supplementaries:trapped_present_light_gray","#999999","10066329"
"supplementaries:trapped_present_lime","#7FCC19","8375321"
"supplementaries:trapped_present_magenta","#B24CD8","11685080"
"supplementaries:trapped_present_orange","#D87F33","14188339"
"supplementaries:trapped_present_pink","#F27FA5","15892389"
"supplementaries:trapped_present_purple","#7F3FB2","8339378"
"supplementaries:trapped_present_red","#993333","10040115"
"supplementaries:trapped_present_white","#FFFFFF","16777215"
"supplementaries:trapped_present_yellow","#E5E533","15066419"
"supplementaries:turn_table","#707070","7368816"
"supplementaries:urn","#4C3223","4993571"
"supplementaries:wicker_fence","#8F7748","9402184"
"supplementaries:wild_flax","#007C00","31744"
"supplementaries:wind_vane","#000000","0"
"treechop:chopped_log","#8F7748","9402184"
"yigd:grave","#000000","0"
